scp41.txt	200	1000	116	106	435	0	0
scp42.txt	200	1000	189	192	529	0	0
scp43.txt	200	1000	183	209	530	0	0
scp44.txt	200	1000	188	183	506	0	0
scp45.txt	200	1000	188	207	518	0	0
scp46.txt	200	1000	195	215	586	0	0
scp47.txt	200	1000	165	155	447	0	0
scp48.txt	200	1000	184	197	525	0	0
scp49.txt	200	1000	195	231	664	0	0
scp410.txt	200	1000	146	144	528	0	0
scp51.txt	200	2000	197	199	269	0	0
scp52.txt	200	2000	192	236	330	0	0
scp53.txt	200	2000	177	170	232	0	0
scp54.txt	200	2000	176	191	250	0	0
scp55.txt	200	2000	115	118	218	0	0
scp56.txt	200	2000	170	168	226	0	0
scp57.txt	200	2000	175	179	306	0	0
scp58.txt	200	2000	196	224	311	0	0
scp59.txt	200	2000	187	199	292	0	0
scp510.txt	200	2000	171	190	277	0	0
scp61.txt	200	1000	200	204	142	0	0
scp62.txt	200	1000	200	237	154	0	0
scp63.txt	200	1000	200	235	157	0	0
scp64.txt	200	1000	200	197	140	0	0
scp65.txt	200	1000	192	232	183	0	0
scpa1.txt	300	3000	300	356	261	0	0
scpa2.txt	300	3000	300	365	267	0	0
scpa3.txt	300	3000	300	358	245	0	0
scpa4.txt	300	3000	300	360	242	0	0
scpa5.txt	300	3000	300	357	243	0	0
scpb1.txt	300	3000	300	448	73	0	0
scpb2.txt	300	3000	300	454	81	0	0
scpb3.txt	300	3000	300	488	82	0	0
scpb4.txt	300	3000	300	481	83	0	0
scpb5.txt	300	3000	300	452	76	0	0
scpc1.txt	400	4000	400	493	244	0	0
scpc2.txt	400	4000	400	525	228	0	0
scpc3.txt	400	4000	400	561	254	0	0
scpc4.txt	400	4000	400	529	237	0	0
scpc5.txt	400	4000	400	515	223	0	0
scpclr10.txt	511	210	456	210	33	0	0
scpclr11.txt	1023	330	957	330	30	0	0
scpclr12.txt	2047	495	1969	495	31	0	0
scpclr13.txt	4095	715	4004	715	26	0	0
scpcyc06.txt	240	192	240	192	60	0	0
scpcyc07.txt	672	448	672	448	144	0	0
scpcyc08.txt	1792	1024	1792	1024	366	0	0
scpcyc09.txt	4608	2304	4608	2304	816	0	0
scpcyc10.txt	11520	5120	11520	5120	1898	0	0
scpcyc11.txt	28160	11264	28160	11264	4274	0	0
scpd1.txt	400	4000	400	634	64	0	0
scpd2.txt	400	4000	400	672	71	0	0
scpd3.txt	400	4000	400	686	76	0	0
scpd4.txt	400	4000	400	645	65	0	0
scpd5.txt	400	4000	400	611	66	0	0
scpe1.txt	50	500	50	492	5	0	0
scpe2.txt	50	500	50	492	5	0	0
scpe3.txt	50	500	50	494	5	0	0
scpe4.txt	50	500	50	488	6	0	0
scpe5.txt	50	500	50	490	5	0	0
scpnre1.txt	500	5000	500	831	30	0	0
scpnre2.txt	500	5000	500	953	34	0	0
scpnre3.txt	500	5000	500	878	30	0	0
scpnre4.txt	500	5000	500	927	31	0	0
scpnre5.txt	500	5000	500	970	31	0	0
scpnrf1.txt	500	5000	500	726	17	0	0
scpnrf2.txt	500	5000	500	672	15	0	0
scpnrf3.txt	500	5000	500	752	15	0	0
scpnrf4.txt	500	5000	500	698	15	0	0
scpnrf5.txt	500	5000	500	659	15	0	0
scpnrg1.txt	1000	10000	1000	2007	189	0	0
scpnrg2.txt	1000	10000	1000	1889	165	0	0
scpnrg3.txt	1000	10000	1000	1961	180	0	0
scpnrg4.txt	1000	10000	1000	1913	186	0	0
scpnrg5.txt	1000	10000	1000	1971	185	0	0
scpnrh1.txt	1000	10000	1000	2793	69	0	0
scpnrh2.txt	1000	10000	1000	2743	70	0	0
scpnrh3.txt	1000	10000	1000	2762	67	0	0
scpnrh4.txt	1000	10000	1000	2775	67	0	0
scpnrh5.txt	1000	10000	1000	2699	60	0	0
rail507.txt	507	63009	442	20308	210	0	0
rail516.txt	516	47311	406	36238	199	0	0
rail582.txt	582	55515	543	26818	252	0	0
rail2536.txt	2536	1081841	1999	457829	865	0	164
rail2586.txt	2586	920683	2245	397718	1129	0	88
rail4284.txt	4284	1092610	3628	570508	1327	0	118
rail4872.txt	4872	968672	4197	456117	1845	0	98
